domain,xcoord,ycoord
Gulf Rifted Margin,-115.42591,32.74192
Gulf Rifted Margin,-115.42197,32.73661
Gulf Rifted Margin,-115.41857,32.73204
Gulf Rifted Margin,-115.41272,32.72416
Gulf Rifted Margin,-115.40582,32.71487
Gulf Rifted Margin,-115.40298,32.71105
Gulf Rifted Margin,-115.40159,32.70948
Gulf Rifted Margin,-115.38881,32.70148
Gulf Rifted Margin,-115.38583,32.69936
Gulf Rifted Margin,-115.38363,32.69709
Gulf Rifted Margin,-115.38147,32.69485
Gulf Rifted Margin,-115.37433,32.68748
Gulf Rifted Margin,-115.36955,32.68253
Gulf Rifted Margin,-115.36400,32.67679
Gulf Rifted Margin,-115.35319,32.66562
Gulf Rifted Margin,-115.35216,32.66455
Gulf Rifted Margin,-115.35120,32.66356
Gulf Rifted Margin,-115.33993,32.65190
Gulf Rifted Margin,-115.33516,32.64697
Gulf Rifted Margin,-115.33257,32.64476
Gulf Rifted Margin,-115.36495,32.59320
Gulf Rifted Margin,-115.38173,32.54763
Gulf Rifted Margin,-115.39253,32.50446
Gulf Rifted Margin,-115.28940,32.41453
Gulf Rifted Margin,-115.22585,32.34618
Gulf Rifted Margin,-115.11912,32.24305
Gulf Rifted Margin,-115.08435,32.21067
Gulf Rifted Margin,-115.04478,32.26463
Gulf Rifted Margin,-115.00640,32.32939
Gulf Rifted Margin,-115.08195,32.39894
Gulf Rifted Margin,-115.21146,32.52724
Gulf Rifted Margin,-115.28102,32.59089
Gulf Rifted Margin,-115.28682,32.59691
Gulf Rifted Margin,-115.28815,32.59813
Gulf Rifted Margin,-115.29134,32.60158
Gulf Rifted Margin,-115.29731,32.60778
Gulf Rifted Margin,-115.30322,32.61390
Gulf Rifted Margin,-115.30629,32.61708
Gulf Rifted Margin,-115.15989,32.84442
Gulf Rifted Margin,-114.89608,32.61873
Gulf Rifted Margin,-114.89517,32.61977
Gulf Rifted Margin,-114.54735,32.24994
Gulf Rifted Margin,-114.29184,31.90775
Gulf Rifted Margin,-114.09649,31.63225
Gulf Rifted Margin,-113.77089,31.25656
Gulf Rifted Margin,-113.38019,30.90092
Gulf Rifted Margin,-113.12973,30.58034
Gulf Rifted Margin,-112.82919,30.15457
Gulf Rifted Margin,-112.51862,29.72879
Gulf Rifted Margin,-112.29574,29.42704
Peninsular Range (W),-114.53357,29.43354
Peninsular Range (W),-115.66925,29.43695
Peninsular Range (W),-115.77926,29.59197
Peninsular Range (W),-115.85171,29.71873
Peninsular Range (W),-115.89510,29.80197
Peninsular Range (W),-115.95432,29.90189
Peninsular Range (W),-116.03334,30.01849
Peninsular Range (W),-116.07671,30.10839
Peninsular Range (W),-116.12799,30.20496
Peninsular Range (W),-116.15957,30.26157
Peninsular Range (W),-116.20304,30.32155
Peninsular Range (W),-116.24253,30.38483
Peninsular Range (W),-116.28201,30.45145
Peninsular Range (W),-116.33737,30.52143
Peninsular Range (W),-116.36503,30.56141
Peninsular Range (W),-116.42038,30.63472
Peninsular Range (W),-116.49150,30.73801
Peninsular Range (W),-116.51912,30.78796
Peninsular Range (W),-116.54682,30.81797
Peninsular Range (W),-116.58702,30.87118
Peninsular Range (W),-116.62195,30.92741
Peninsular Range (W),-116.65684,30.99167
Peninsular Range (W),-116.69490,31.06396
Peninsular Range (W),-116.74245,31.16300
Peninsular Range (W),-116.77733,31.22993
Peninsular Range (W),-116.79063,31.25901
Peninsular Range (W),-116.83293,31.31326
Peninsular Range (W),-116.84076,31.32755
Peninsular Range (W),-116.85153,31.34184
Peninsular Range (W),-116.85643,31.35781
Peninsular Range (W),-116.86231,31.36873
Peninsular Range (W),-116.87112,31.38218
Peninsular Range (W),-116.87504,31.39142
Peninsular Range (W),-116.87798,31.40318
Peninsular Range (W),-116.88973,31.41326
Peninsular Range (W),-116.89952,31.42753
Peninsular Range (W),-116.91029,31.44013
Peninsular Range (W),-116.91573,31.45206
Peninsular Range (W),-116.92357,31.46173
Peninsular Range (W),-116.92799,31.46762
Peninsular Range (W),-116.93731,31.47308
Peninsular Range (W),-116.94417,31.48023
Peninsular Range (W),-116.95104,31.48821
Peninsular Range (W),-116.95840,31.49620
Peninsular Range (W),-116.96428,31.50376
Peninsular Range (W),-116.96723,31.50796
Peninsular Range (W),-116.97066,31.51259
Peninsular Range (W),-116.97458,31.51763
Peninsular Range (W),-116.97549,31.51918
Peninsular Range (W),-116.97704,31.52183
Peninsular Range (W),-116.99026,31.56225
Peninsular Range (W),-117.01739,31.70270
Peninsular Range (W),-117.03495,31.81443
Peninsular Range (W),-117.04133,31.91657
Peninsular Range (W),-117.05889,32.03309
Peninsular Range (W),-117.04452,32.19269
Peninsular Range (W),-117.08329,32.28934
Peninsular Range (W),-117.09389,32.30922
Peninsular Range (W),-117.12118,32.33317
Peninsular Range (W),-117.14148,32.37413
Peninsular Range (W),-117.17610,32.43284
Peninsular Range (W),-117.19802,32.49389
Peninsular Range (W),-117.22775,32.52835
Peninsular Range (W),-117.24938,32.56405
Peninsular Range (W),-117.26634,32.60170
Peninsular Range (W),-117.27914,32.65076
Peninsular Range (W),-117.28018,32.65201
Peninsular Range (W),-117.33341,32.71619
Peninsular Range (W),-117.40044,32.76727
Peninsular Range (W),-117.44354,32.83430
Peninsular Range (W),-117.47705,32.88538
Peninsular Range (W),-117.48344,32.92049
Peninsular Range (W),-117.48926,32.95396
Peninsular Range (W),-117.48624,32.95975
Peninsular Range (W),-117.48544,32.97222
Peninsular Range (W),-117.48466,32.98435
Peninsular Range (W),-117.49060,33.00512
Peninsular Range (W),-117.49498,33.02042
Peninsular Range (W),-117.50029,33.03980
Peninsular Range (W),-117.50569,33.05951
Peninsular Range (W),-117.51257,33.07254
Peninsular Range (W),-117.52133,33.08911
Peninsular Range (W),-117.53019,33.10750
Peninsular Range (W),-117.53874,33.12521
Peninsular Range (W),-117.55347,33.14324
Peninsular Range (W),-117.56391,33.16200
Peninsular Range (W),-117.58040,33.18508
Peninsular Range (W),-117.59192,33.19783
Peninsular Range (W),-117.60381,33.21101
Peninsular Range (W),-117.62111,33.22322
Peninsular Range (W),-117.62521,33.24174
Peninsular Range (W),-117.62912,33.25936
Peninsular Range (W),-117.62662,33.27095
Peninsular Range (W),-117.64311,33.30682
Peninsular Range (W),-117.65202,33.32797
Peninsular Range (W),-117.66251,33.34745
Peninsular Range (W),-117.67256,33.35656
Peninsular Range (W),-117.68774,33.37770
Peninsular Range (W),-117.70501,33.39520
Peninsular Range (W),-117.72080,33.41224
Peninsular Range (W),-117.73455,33.42955
Peninsular Range (W),-117.74961,33.45186
Peninsular Range (W),-117.76007,33.46481
Peninsular Range (W),-117.77754,33.48786
Peninsular Range (W),-117.80109,33.51375
Peninsular Range (W),-117.81147,33.53370
Peninsular Range (W),-117.82399,33.54141
Peninsular Range (W),-117.84477,33.55649
Peninsular Range (W),-117.85758,33.56178
Peninsular Range (W),-117.87347,33.57296
Peninsular Range (W),-117.88277,33.59457
Peninsular Range (W),-117.92184,33.60860
Peninsular Range (W),-117.95345,33.63486
Peninsular Range (W),-117.96570,33.64634
Peninsular Range (W),-117.97692,33.65944
Peninsular Range (W),-117.98998,33.67441
Peninsular Range (W),-118.01096,33.68410
Peninsular Range (W),-118.03277,33.69623
Peninsular Range (W),-118.05121,33.70993
Peninsular Range (W),-118.06433,33.72324
Peninsular Range (W),-118.08255,33.74127
Peninsular Range (W),-118.08812,33.74642
Peninsular Range (W),-118.10594,33.75871
Peninsular Range (W),-118.12278,33.77045
Peninsular Range (W),-118.13651,33.78193
Peninsular Range (W),-118.14896,33.79296
Peninsular Range (W),-118.15130,33.79113
Peninsular Range (W),-118.16110,33.80215
Peninsular Range (W),-118.16577,33.79648
Peninsular Range (W),-118.17514,33.80330
Peninsular Range (W),-118.19231,33.81764
Peninsular Range (W),-118.20257,33.82848
Peninsular Range (W),-118.21034,33.84562
Peninsular Range (W),-118.22898,33.86885
Peninsular Range (W),-118.24575,33.87601
Peninsular Range (W),-118.27412,33.91648
Peninsular Range (W),-118.31749,33.93109
Peninsular Range (W),-118.33708,33.96555
Peninsular Range (W),-118.36315,33.99972
Peninsular Range (W),-118.36903,34.00974
Peninsular Range (W),-118.37403,34.01553
Peninsular Range (W),-118.38107,34.02085
Peninsular Range (W),-118.39457,34.03464
Peninsular Range (W),-118.40222,34.04844
Peninsular Range (W),-118.40310,34.05201
Peninsular Range (W),-118.41162,34.06202
Peninsular Range (W),-118.41496,34.06734
Peninsular Range (W),-118.41433,34.06817
Peninsular Range (W),-118.42113,34.08360
Peninsular Range (W),-118.41652,34.08453
Peninsular Range (W),-118.41460,34.08480
Peninsular Range (W),-118.41071,34.08578
Peninsular Range (W),-118.40954,34.08609
Peninsular Range (W),-118.40795,34.08656
Peninsular Range (W),-118.40460,34.08752
Peninsular Range (W),-118.40313,34.08793
Peninsular Range (W),-118.40101,34.08840
Peninsular Range (W),-118.39896,34.08855
Peninsular Range (W),-118.39580,34.08938
Peninsular Range (W),-118.39445,34.09011
Peninsular Range (W),-118.39274,34.09099
Peninsular Range (W),-118.39103,34.09148
Peninsular Range (W),-118.38985,34.09174
Peninsular Range (W),-118.38876,34.09204
Peninsular Range (W),-118.38496,34.09289
Peninsular Range (W),-118.38356,34.09317
Peninsular Range (W),-118.37884,34.09400
Peninsular Range (W),-118.37741,34.09448
Peninsular Range (W),-118.37421,34.09545
Peninsular Range (W),-118.37255,34.09582
Peninsular Range (W),-118.36943,34.09706
Peninsular Range (W),-118.36847,34.09759
Peninsular Range (W),-118.36566,34.10002
Peninsular Range (W),-118.36509,34.10097
Peninsular Range (W),-118.36365,34.10174
Peninsular Range (W),-118.36062,34.10325
Peninsular Range (W),-118.35947,34.10348
Peninsular Range (W),-118.35825,34.10376
Peninsular Range (W),-118.35605,34.10433
Peninsular Range (W),-118.35494,34.10470
Peninsular Range (W),-118.35180,34.10576
Peninsular Range (W),-118.35039,34.10611
Peninsular Range (W),-118.34572,34.10623
Peninsular Range (W),-118.34278,34.10625
Peninsular Range (W),-118.34101,34.10625
Peninsular Range (W),-118.33928,34.10616
Peninsular Range (W),-118.33750,34.10611
Peninsular Range (W),-118.33422,34.10612
Peninsular Range (W),-118.33231,34.10610
Peninsular Range (W),-118.32936,34.10595
Peninsular Range (W),-118.32783,34.10582
Peninsular Range (W),-118.32613,34.10566
Peninsular Range (W),-118.32487,34.10539
Peninsular Range (W),-118.32294,34.10521
Peninsular Range (W),-118.32124,34.10504
Peninsular Range (W),-118.32015,34.10493
Peninsular Range (W),-118.31869,34.10499
Peninsular Range (W),-118.31504,34.10528
Peninsular Range (W),-118.30960,34.10573
Peninsular Range (W),-118.30741,34.10591
Peninsular Range (W),-118.30614,34.10604
Peninsular Range (W),-118.30445,34.10629
Peninsular Range (W),-118.30032,34.10687
Peninsular Range (W),-118.29927,34.10702
Peninsular Range (W),-118.29546,34.10755
Peninsular Range (W),-118.29365,34.10780
Peninsular Range (W),-118.29175,34.10811
Peninsular Range (W),-118.28997,34.10840
Peninsular Range (W),-118.28855,34.10863
Peninsular Range (W),-118.28637,34.10900
Peninsular Range (W),-118.28303,34.10954
Peninsular Range (W),-118.28058,34.11034
Peninsular Range (W),-118.27667,34.11187
Peninsular Range (W),-118.27428,34.11285
Peninsular Range (W),-118.27044,34.11470
Peninsular Range (W),-118.26828,34.11567
Peninsular Range (W),-118.26651,34.11596
Peninsular Range (W),-118.26349,34.11641
Peninsular Range (W),-118.25480,34.11767
Peninsular Range (W),-118.24527,34.11898
Peninsular Range (W),-118.24162,34.11946
Peninsular Range (W),-118.23630,34.11972
Peninsular Range (W),-118.23405,34.12014
Peninsular Range (W),-118.22414,34.12202
Peninsular Range (W),-118.21932,34.12190
Peninsular Range (W),-118.21162,34.12173
Peninsular Range (W),-118.20966,34.12168
Peninsular Range (W),-118.20603,34.12168
Peninsular Range (W),-118.20390,34.12152
Peninsular Range (W),-118.19515,34.12083
Peninsular Range (W),-118.19207,34.12059
Peninsular Range (W),-118.18845,34.12048
Peninsular Range (W),-118.18481,34.12037
Peninsular Range (W),-118.18223,34.12037
Peninsular Range (W),-118.17937,34.12025
Peninsular Range (W),-118.17753,34.12005
Peninsular Range (W),-118.17580,34.11987
Peninsular Range (W),-118.17375,34.11955
Peninsular Range (W),-118.17134,34.11965
Peninsular Range (W),-118.16741,34.11975
Peninsular Range (W),-118.16529,34.11971
Peninsular Range (W),-118.16330,34.11982
Peninsular Range (W),-118.16037,34.11978
Peninsular Range (W),-118.15839,34.11969
Peninsular Range (W),-118.15623,34.11970
Peninsular Range (W),-118.15313,34.11966
Peninsular Range (W),-118.15002,34.11956
Peninsular Range (W),-118.14648,34.11938
Peninsular Range (W),-118.14416,34.11880
Peninsular Range (W),-118.14058,34.11918
Peninsular Range (W),-118.13926,34.11904
Peninsular Range (W),-118.13748,34.11863
Peninsular Range (W),-118.13692,34.11768
Peninsular Range (W),-118.13468,34.11848
Peninsular Range (W),-118.13201,34.11870
Peninsular Range (W),-118.13060,34.11880
Peninsular Range (W),-118.12948,34.11901
Peninsular Range (W),-118.12849,34.11920
Peninsular Range (W),-118.12587,34.12057
Peninsular Range (W),-118.12468,34.12130
Peninsular Range (W),-118.12360,34.12140
Peninsular Range (W),-118.12038,34.12205
Peninsular Range (W),-118.11867,34.12241
Peninsular Range (W),-118.11666,34.12302
Peninsular Range (W),-118.11427,34.12390
Peninsular Range (W),-118.11117,34.12464
Peninsular Range (W),-118.11007,34.12493
Peninsular Range (W),-118.10875,34.12505
Peninsular Range (W),-118.10607,34.12544
Peninsular Range (W),-118.10319,34.12596
Peninsular Range (W),-118.10101,34.12651
Peninsular Range (W),-118.09830,34.12730
Peninsular Range (W),-118.09703,34.12767
Peninsular Range (W),-118.09486,34.12824
Peninsular Range (W),-118.09147,34.12884
Peninsular Range (W),-118.08943,34.12928
Peninsular Range (W),-118.08760,34.12977
Peninsular Range (W),-118.08503,34.13035
Peninsular Range (W),-118.08326,34.13066
Peninsular Range (W),-118.08155,34.13115
Peninsular Range (W),-118.07996,34.13160
Peninsular Range (W),-118.07734,34.13234
Peninsular Range (W),-118.07569,34.13320
Peninsular Range (W),-118.07459,34.13378
Peninsular Range (W),-118.07275,34.13464
Peninsular Range (W),-118.06969,34.13550
Peninsular Range (W),-118.06805,34.13625
Peninsular Range (W),-118.06650,34.13729
Peninsular Range (W),-118.06424,34.13828
Peninsular Range (W),-118.06214,34.13912
Peninsular Range (W),-118.06117,34.13962
Peninsular Range (W),-118.05919,34.14038
Peninsular Range (W),-118.05573,34.14055
Peninsular Range (W),-118.05406,34.14056
Peninsular Range (W),-118.05273,34.14104
Peninsular Range (W),-118.04917,34.14228
Peninsular Range (W),-118.04651,34.14322
Peninsular Range (W),-118.04314,34.14494
Peninsular Range (W),-118.04144,34.14590
Peninsular Range (W),-118.03865,34.14810
Peninsular Range (W),-118.03632,34.14983
Peninsular Range (W),-118.03290,34.15113
Peninsular Range (W),-118.03102,34.15188
Peninsular Range (W),-118.02821,34.15269
Peninsular Range (W),-118.02437,34.15352
Peninsular Range (W),-118.02240,34.15397
Peninsular Range (W),-118.01699,34.15591
Peninsular Range (W),-118.01544,34.15642
Peninsular Range (W),-118.01414,34.15697
Peninsular Range (W),-118.01120,34.15837
Peninsular Range (W),-118.00891,34.15942
Peninsular Range (W),-118.00652,34.16053
Peninsular Range (W),-118.00503,34.16110
Peninsular Range (W),-118.00197,34.16208
Peninsular Range (W),-118.00037,34.16237
Peninsular Range (W),-117.99851,34.16227
Peninsular Range (W),-117.99609,34.16241
Peninsular Range (W),-117.99498,34.16249
Peninsular Range (W),-117.99282,34.16264
Peninsular Range (W),-117.99008,34.16279
Peninsular Range (W),-117.98667,34.16165
Peninsular Range (W),-117.98557,34.16159
Peninsular Range (W),-117.98439,34.16193
Peninsular Range (W),-117.97132,34.15798
Peninsular Range (W),-117.96240,34.15578
Peninsular Range (W),-117.94997,34.15297
Peninsular Range (W),-117.94077,34.15067
Peninsular Range (W),-117.92817,34.15065
Peninsular Range (W),-117.92330,34.15116
Peninsular Range (W),-117.92182,34.15125
Peninsular Range (W),-117.91935,34.15139
Peninsular Range (W),-117.90457,34.15211
Peninsular Range (W),-117.90248,34.15184
Peninsular Range (W),-117.89669,34.15091
Peninsular Range (W),-117.88488,34.14962
Peninsular Range (W),-117.88050,34.15014
Peninsular Range (W),-117.86596,34.15178
Peninsular Range (W),-117.85427,34.15365
Peninsular Range (W),-117.85002,34.15378
Peninsular Range (W),-117.84371,34.14847
Peninsular Range (W),-117.84234,34.14775
Peninsular Range (W),-117.83682,34.14481
Peninsular Range (W),-117.82721,34.13926
Peninsular Range (W),-117.81916,34.13440
Peninsular Range (W),-117.81618,34.13417
Peninsular Range (W),-117.81006,34.13390
Peninsular Range (W),-117.79551,34.13434
Peninsular Range (W),-117.78961,34.13515
Peninsular Range (W),-117.78607,34.13480
Peninsular Range (W),-117.77365,34.13387
Peninsular Range (W),-117.77113,34.13369
Peninsular Range (W),-117.76895,34.13223
Peninsular Range (W),-117.76260,34.12787
Peninsular Range (W),-117.75366,34.12346
Peninsular Range (W),-117.75178,34.12256
Peninsular Range (W),-117.74814,34.12096
Peninsular Range (W),-117.74112,34.11928
Peninsular Range (W),-117.73130,34.11953
Peninsular Range (W),-117.72803,34.12056
Peninsular Range (W),-117.71311,34.12514
Peninsular Range (W),-117.71124,34.12505
Peninsular Range (W),-117.70953,34.12509
Peninsular Range (W),-117.70859,34.12583
Peninsular Range (W),-117.70692,34.12714
Peninsular Range (W),-117.69076,34.13964
Peninsular Range (W),-117.68930,34.14022
Peninsular Range (W),-117.68823,34.14065
Peninsular Range (W),-117.68544,34.14181
Peninsular Range (W),-117.68392,34.14249
Peninsular Range (W),-117.66798,34.14943
Peninsular Range (W),-117.66253,34.15166
Peninsular Range (W),-117.65320,34.15576
Peninsular Range (W),-117.64309,34.16033
Peninsular Range (W),-117.64175,34.16088
Peninsular Range (W),-117.63182,34.16518
Peninsular Range (W),-117.62893,34.16632
Peninsular Range (W),-117.62608,34.16660
Peninsular Range (W),-117.62320,34.16695
Peninsular Range (W),-117.60726,34.16785
Peninsular Range (W),-117.60131,34.16859
Peninsular Range (W),-117.58788,34.17071
Peninsular Range (W),-117.56815,34.17321
Peninsular Range (W),-117.55940,34.17468
Peninsular Range (W),-117.55285,34.17489
Peninsular Range (W),-117.55172,34.17492
Peninsular Range (W),-117.52843,34.17520
Peninsular Range (W),-117.50949,34.17526
Peninsular Range (W),-117.50618,34.17565
Peninsular Range (W),-117.50255,34.17609
Peninsular Range (W),-117.48945,34.17725
Peninsular Range (W),-117.48308,34.17807
Peninsular Range (W),-117.46617,34.18030
Peninsular Range (W),-117.46290,34.18068
Peninsular Range (W),-117.45963,34.18112
Peninsular Range (W),-117.44213,34.18484
Peninsular Range (W),-117.43664,34.18569
Peninsular Range (W),-117.43564,34.18582
Peninsular Range (W),-117.41021,34.19435
Peninsular Range (W),-117.40382,34.18865
Peninsular Range (W),-117.40124,34.18661
Peninsular Range (W),-117.39713,34.18350
Peninsular Range (W),-117.38894,34.17959
Peninsular Range (W),-117.38734,34.17882
Peninsular Range (W),-117.38598,34.17806
Peninsular Range (W),-117.38219,34.17326
Peninsular Range (W),-117.37870,34.16803
Peninsular Range (W),-117.37632,34.16451
Peninsular Range (W),-117.37358,34.15987
Peninsular Range (W),-117.37154,34.15661
Peninsular Range (W),-117.37015,34.15489
Peninsular Range (W),-117.36518,34.14875
Peninsular Range (W),-117.36195,34.14465
Peninsular Range (W),-117.35989,34.14204
Peninsular Range (W),-117.35887,34.14072
Peninsular Range (W),-117.35468,34.13528
Peninsular Range (W),-117.35129,34.13087
Peninsular Range (W),-117.34968,34.12881
Peninsular Range (W),-117.34721,34.12612
Peninsular Range (W),-117.34342,34.12202
Peninsular Range (W),-117.33697,34.11488
Peninsular Range (W),-117.33537,34.11314
Peninsular Range (W),-117.33185,34.10931
Peninsular Range (W),-117.32773,34.10477
Peninsular Range (W),-117.31864,34.09407
Peninsular Range (W),-117.31785,34.09316
Peninsular Range (W),-117.31153,34.08654
Peninsular Range (W),-117.30949,34.08434
Peninsular Range (W),-117.30632,34.08062
Peninsular Range (W),-117.30135,34.07477
Peninsular Range (W),-117.29685,34.06933
Peninsular Range (W),-117.29462,34.06663
Peninsular Range (W),-117.29237,34.06388
Peninsular Range (W),-117.28731,34.05748
Peninsular Range (W),-117.28534,34.05484
Peninsular Range (W),-117.28454,34.05377
Peninsular Range (W),-117.28336,34.05218
Peninsular Range (W),-117.28136,34.04953
Peninsular Range (W),-117.27576,34.04459
