CFM7.0 Fault Object Name,Fault Area/Major Fault System,Code,Fault Zone/Region,Code,Fault Section,Code,Fault Name,Source/Author,Last Update,wAvgStrike,wAvgDip,TotalArea(km^2),Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-LAMV-MHWV-Mohawk_Valley-CFM7,Sierra Nevada-Long Valley Area,SNLV,Lake Almanor-Mohawk Valley Fault Zone,LAMV,Mohawk Valley,MHWV,Mohawk Valley fault,HRVD,CFM7,325,90,585.98,surface,n,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-LAMV-SKFL-Skinner_Flat-CFM7,Sierra Nevada-Long Valley Area,SNLV,Lake Almanor-Mohawk Valley Fault Zone,LAMV,Skinner Flat,SKFL,Skinner Flat fault,HRVD,CFM7,309,90,143.85,surface,n,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-FSSL-Fish_Slough-CFM7,Sierra Nevada-Long Valley Area,SNLV,Mono Valley-Long Valley-Round Valley Fault Zone,MLRV,Fish Slough,FSSL,Fish Slough fault,HRVD,CFM7,179,60,763.89,surface,orln,,,Graben with Round Valley Fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-HLCR-Hilton_Creek-CFM7,Sierra Nevada-Long Valley Area,SNLV,Mono Valley-Long Valley-Round Valley Fault Zone,MLRV,Hilton Creek,HLCR,Hilton Creek fault,HRVD,CFM7,328,61,595.24,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-HRSP-Hartley_Springs-CFM7,Sierra Nevada-Long Valley Area,SNLV,Mono Valley-Long Valley-Round Valley Fault Zone,MLRV,Hartley Springs,HRSP,Hartley Springs fault,HRVD,CFM7,343,60,412.58,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-MNLK-Mono_Lake-CFM7,Sierra Nevada-Long Valley Area,SNLV,Mono Valley-Long Valley-Round Valley Fault Zone,MLRV,Mono Lake,MNLK,Mono Lake fault,HRVD,CFM7,342,60,349.45,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-RDVL-Round_Valley-CFM7,Sierra Nevada-Long Valley Area,SNLV,Mono Valley-Long Valley-Round Valley Fault Zone,MLRV,Round Valley,RDVL,Round Valley fault,HRVD,CFM7,343,60,827.34,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-MLRV-WHTM-White_Mountains-CFM7,Sierra Nevada-Long Valley Area,SNLV,White Mountains-Owens Valley Fault Zone,MLRV,White Mountains,WHTM,White Mountains fault,HRVD,CFM7,169,90,1266.38,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-NDVL-DPSP-Deep_Springs-CFM7,Sierra Nevada-Long Valley Area,SNLV,Northern Death Valley Fault Zone,NDVL,Deep Springs,DPSP,Deep Springs fault,HRVD,CFM7,205,68,358.27,surface,n,,,"fault in larger fault zone, CFM has Northern Death Valley","Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-PLWT-TRCK-Polaris-CFM7,Sierra Nevada-Long Valley Area,SNLV,Polaris-West Tahoe Fault Zone,PLWT,Truckee,TRCK,Polaris fault,HRVD,CFM7,157,81,415.32,surface,orln,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-PLWT-WTAH-West_Tahoe_Dollar_Point-CFM7,Sierra Nevada-Long Valley Area,SNLV,Polaris-West Tahoe Fault Zone,PLWT,West Tahoe,WTAH,West Tahoe-Dollar Point fault,HRVD,CFM7,354,60,504.87,surface,n,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-WSHL-HNLK-Honey_Lake-CFM7,Sierra Nevada-Long Valley Area,SNLV,Warm Springs-Honey Lake Fault Zone,WSHL,Honey Lake,HNLK,Honey Lake fault,HRVD,CFM7,130,90,664.75,surface,rlss,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNLV-WSHL-WSPV-Warm_Springs_Valley-CFM7,Sierra Nevada-Long Valley Area,SNLV,Warm Springs-Honey Lake Fault Zone,WSHL,Warm Springs Valley,WSPV,Warm Springs Valley fault,HRVD,CFM7,308,90,475.4,surface,rlss,,,fault in larger fault zone,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA: WESTERN TRANSVERSE RANGES AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-MRFS-MULT-Mission_Ridge_Arroyo_Parida_fault-CFM5,Western Transverse Ranges Area,WTRA,Mission Ridge fault system,MRFS,Multiple sections,MULT,Mission Ridge-Arroyo Parida fault,UCSB,CFM5,89,70,663.18,surface,r,,88a-d,"moderately dipping model, trace from qfaults","Novoa et al. 1998, Nicholson et al. 2017 (SCEC), Bryant 2005+updates (qfaults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-NCHN-North_Channel_fault_east-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-east,UCSB,CFM5,283,30,677.33,blind,r,,180,lowdip-en echelon-Kamerling-Sorlien model,"Sorlien et al., 2014; Sorlien and Nicholson, 2015; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-NCHN-North_Channel_fault_west_end-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west-end-top,UCSB,CFM5,288,30,193.7,blind,r,,180,Sorlien model from MCS; CVMH; relocated seismicity,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-NCHN-North_Channel_fault_west-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,North Channel,NCHN,North Channel fault-west,UCSB,CFM5,279,36,117.71,blind,r,,180,Sorlien model from MCS; CVMH,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-PPTV-Pitas_Point_fault_east_splay-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-east-splay,HRVD,CFM6,276,32,136.34,blind,ollr,propose 180c,180,ramp flat model from Hubbard and Don,"Hubbard et al., 2014, Don, J., (2021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-PPTV-Pitas_Point_fault_east-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-east,HRVD,CFM6,280,29,1368.35,blind,ollr,propose 180b,180,ramp flat model from Hubbard and Don,"Hubbard et al., 2014, Don, J., (2021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-PPTV-Pitas_Point_fault_west_S-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west-S,UCSB,CFM5,297,31,36.28,blind,ollr,propose 180a,180,Sorlien model from MCS; CVMH,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-PPTV-Pitas_Point_fault_west-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point fault-west,UCSB,CFM5,269,48,354.05,blind,ollr,,180,upper Sorlien model from MCS + relocated seismicity,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Hauksson et al., 2012+updates; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-PPTV-Pitas_Point_Ventura_fault_link-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Pitas Point-Ventura,PPTV,Pitas Point-Ventura fault link,HRVD,CFM6,275,29,261.41,blind,ollr,,180+91,link to connect onshore-offshore models,"Hubbard et al., 2014, Don, J., (2021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-RDMT-Red_Mountain_fault_N_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-north strand,UCSB,CFM5,275,69,382.97,surface,r,,90,North branch; upper Sorlien model from MCS + relocated seismicity,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Hauksson et al., 2012+updates; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-RDMT-Red_Mountain_fault_S_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-south strand,UCSB,CFM5,275,63,732.9,surface,r,,90,Sorlien model from MCS; CVMH,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-RDMT-Red_Mountain_fault_SW_strand-CFM5,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Red Mountain,RDMT,Red Mountain fault-SW-strand,UCSB,CFM5,258,53,16.88,surface,r,,90,Sorlien model from MCS; CVMH,"Sorlien et al., 2014, 2015; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-VNTB-Southern_San_Cayetano_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Southern San Cayetano fault,HRVD,CFM6,249,30,537,blind,r,,missing,ramp flat Hubbard model; Santa Clara river basin,"Hubbard et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-VNTB-Upper_Southern_San_Cayetano_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Upper Southern San Cayetano fault,HGHS,CFM6,75,15,171.18,surface,r,proposed new id,95c,"Hughes et al. shallow-dipping; range-front 3D fault, distinguished from the Hubbard et al. Southern San Cayetano","Hughes et al., 2018 (EPSL), 2020 (JGR); Nicholson et al., 2019, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-NCVS-VNTB-Ventura_fault-CFM6,Western Transverse Ranges Area,WTRA,North Channel-Ventura fault system,NCVS,Ventura basin,VNTB,Ventura fault,HRVD,CFM6,258,25,612.76,blind,ollr,,91,Hubbard et al. ramp flat model,"Hubbard et al., 2014, Don, J., (2021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-ORFZ-MULT-Oak_Ridge_fault-CFM5,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Multiple sections,MULT,Oak Ridge fault,UCSB,CFM5,85,63,2196.21,surface,ollr,,94,steep onshore Marshall et al. model w/upper offshore from Sorlien,"Marshall et al., 2013; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-ORFZ-OFFS-Mid_Channel_fault-CFM6,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,Offshore-Mid-Channel trend,OFFS,Mid-Channel fault,HRVD,CFM6,107,17,1065.78,blind,r,propose 94a,missing,,"Shaw and Suppe, 1994 (GSA) Don, J., (2021)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-ORFZ-SFNV-Northridge_Frew_fault-CFM2,Western Transverse Ranges Area,WTRA,Oak Ridge fault zone,ORFZ,San Fernando Valley,SFNV,Northridge-Frew fault,HRVD,CFM2,119,35,859.59,blind,r,propose 94c,,"Carena & Suppe model for middle heart-shaped portion, edges of fault from Hudnut et al. 1996","Carena & Suppe, 2002 (JSG); Hudnut et al., 1996 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-COYT-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Coyote Hills,COYT,Puente Hills thrust,SHAW,CFM2,259,27,457.64,blind,r,,185,Coyote Hills segment,"Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-LABS-Las_Cienagas_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Las Cienagas fault,HRVD,CFM1,318,61,12.8,blind,orlr,,366,previously WTRA-SBTS faults; truncated by the Puente Hills fault,"Schneider et al., 1996 (Tectonics); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-LABS-Puente_Hills_Thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Puente Hills thrust,SHAW,CFM1,293,27,585.15,blind,r,,185,Los Angeles segment,"Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-LABS-San_Vicente_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,San Vicente fault,HRVD,CFM1,279,62,165.72,blind,ollr,,,previously WTRA-SBTS faults,"Schneider et al., 1996 (Tectonics); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-LABS-Upper_Elysian_Park_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Los Angeles Basin,LABS,Upper Elysian Park fault,HRVD,CFM1,287,41,158.58,blind,r,,218,previously WTRA-SBTS faults,"Oskin et al., 2000 (GSA Bulletin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-PRTH-Peralta_Hills_fault-CFM1,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Peralta Hills,PRTH,Peralta Hills fault,HRVD,CFM1,274,50,251.93,surface,r,,299,,"Morton et al., 1999 (USGS Open File Report), Wright 1991 (AAPG)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-RICH-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Richfield,RICH,Puente Hills thrust,CMDT,CFM2,263,28,171.53,blind,ollr,,185,Richfield segment,"Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-PHTS-STFS-Puente_Hills_Thrust_fault-CFM2,Western Transverse Ranges Area,WTRA,Puente Hills Thrust system,PHTS,Sante Fe Springs,STFS,Puente Hills thrust,SHAW,CFM2,272,30,271.39,blind,r,,185,Sante Fe Springs segment,"Shaw and Suppe 1996 (JGR); Shaw et al., 2002 (BSSA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SBCF-MULT-Western_Deep_fault-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Multiple sections,MULT,Western Deep fault,UCSB,CFM5,112,21,1764.51,blind,r,,missing,"Sorlien model of shallow portion from MCS; CVMH; Lower portion from Novoa et al. 1998. Lower and Upper models merged and smoothed into single surface by Marshall and Plesch, Dec 2020.","Novoa, 1997 (PhD dissertation); Novoa et al., 1998; Sorlien et al., 2014, 2016; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SBCF-WEST-Hondo_detachment-CFM5,Western Transverse Ranges Area,WTRA,Santa Barbara Channel faults,SBCF,Western,WEST,Hondo detachment,UCSB,CFM5,84,13,564.79,blind,r,,missing,Sorlien south-dipping model from MCS; CVMH,"Sorlien et al., 2014, 2016; Sorlien and Nicholson, 2015; Nicholson et al., 2016, 2017; Plesch et al., 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SBTS-ANCP-Anacapa_Dume_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Anacapa-Dume,ANCP,Anacapa-Dume fault,CMDT,CFM3,261,41,1519.89,blind,r,,100,,"Sorlien et al., 2003, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SBTS-MULT-Channel_Islands_Thrust_fault-CFM1,Western Transverse Ranges Area,WTRA,Southern Boundary thrust system,SBTS,Santa Cruz Is-Anacapa,MULT,Channel Islands thrust,SHAW,CFM1,272,19,1890.4,blind,r,,139,,"Shaw and Suppe, 1994 (GSA Bulletin)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SCFZ-SCLV-Del_Valle_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Del Valle fault,HRVD,CFM2,104,70,67.88,surface,r,,269,,"Yeats et al., 1994 (AAPG)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SCFZ-SCLV-Holser_fault-CFM2,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,Santa Clarita Valley,SCLV,Holser fault,HRVD,CFM2,92,65,140.21,surface,r,,96,,"Yeats et al., 1994, Lindvall (pers. communucation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SCFZ-TOPA-San_Cayetano_fault-CFM5,Western Transverse Ranges Area,WTRA,San Cayetano fault zone,SCFZ,TopaTopa Mountains,TOPA,San Cayetano fault,HRVD,CFM5,274,44,819.01,surface,r,Propose 95a-b,95,Hubbard et al. (2014) model,"Hubbard et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-ANCP-Malibu_Coast_fault_west-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Anacapa Passage,ANCP,Malibu Coast fault-west,UCSB,CFM5,258,87,450.92,surface,ollr,,99,offshore (western) section with a steep dip,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-LABS-Hollywood_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,Hollywood fault,UCSB,CFM5,256,68,264.04,surface,ollr,,102,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-LABS-North_Salt_Lake_blind_fault-CFM3,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Los Angeles Basin,LABS,North Salt Lake fault,HRVD,CFM3,254,54,21.14,blind,ollr,,missing,,"Schneider et al. 1996 (Tectonics), Tsutsumi et al., 2001 (GSA Bull.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SGVS-Raymond_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,San Gabriel Valley,SGVS,Raymond fault,UCSB,CFM5,263,76,437.09,surface,ollr,,103,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SMMT-Malibu_Coast_fault_east-CFM6,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Malibu Coast fault-east,HRVD,CFM6,271,75,329.5,surface,ollr,,99,Modified from CFM6.0 to merge with Malibu Coast west and not extend beyond there to west,"Sorlien et al., 2003, 2006; Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SMMT-Santa_Monica_thrust_fault-CFM6,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Monica Mountains,SMMT,Santa Monica thrust,HRVD,CFM6,258,40,750.25,surface,ollr,,missing,,"Dolan & Pratt 1997 (GRL), Tsutsumi et al. 2001 (GSA Bull.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SNCZ-Santa_Cruz_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Cruz Island,SNCZ,Santa Cruz Island fault,UCSB,CFM5,282,84,1049.34,surface,ollr,,93,Qfaults + relocated seismicity; trimmed to seafloor,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014, 2020; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SRSM-Santa_Rosa_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Rosa-San Miguel Islands,SRSM,Santa Rosa Island fault,UCSB,CFM5,273,83,754.18,surface,ollr,,92,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFFS-SRSM-Western_Santa_Cruz_Island_fault-CFM5,Western Transverse Ranges Area,WTRA,Southern Frontal fault system,SFFS,Santa Rosa-San Miguel Islands,SRSM,Western Santa Cruz Island fault,UCSB,CFM5,105,79,358.53,blind,ollr,,,Sorlien model from MCS; CVMH; trimmed to seafloor,"Sorlien et al., 2015; Nicholson et al., 2019, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFNS-MSNH-Mission_Hills_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Mission Hills,MSNH,Mission Hills fault,UCSB,CFM4,268,55,46.87,surface,r,,280,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFNS-SFNV-Northridge_Hills_fault-CFM3,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,Northridge Hills fault,HRVD,CFM3,291,33,384.03,surface,r,,274,West-limited and truncated by the Santa Susana fault,"Langenheim et al., 2011; Geosphere; April 2011; v. 7; no. 2; p. 528-572;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFNS-SFNV-San_Fernando_fault-CFM4,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,San Fernando Valley,SFNV,San Fernando fault,CMDT,CFM4,278,48,290.46,surface,r,"propose new id, not Sierra Madre",105b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFNS-VRDM-Eagle_Rock_fault-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Eagle Rock fault,CMDT,CFM5,292,75,142.91,surface,orlr,,275,steep dip - Yeats model; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SFNS-VRDM-Verdugo_fault-CFM5,Western Transverse Ranges Area,WTRA,San Fernando fault system,SFNS,Verdugo Mountains,VRDM,Verdugo fault,CMDT,CFM5,307,73,353.2,surface,orlr,,104,steep dip; Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGFZ-BTJG-San_Gabriel_fault_splay-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Big Tujunga,BTJG,San Gabriel fault splay,UCSB,CFM4,309,67,210.67,surface,orlr,,89e,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGFZ-MULT-Southern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Multiple sections,MULT,Southern San Gabriel fault,UCSB,CFM4,282,69,1424.43,surface,orlr,,89b-d,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGFZ-PLMS-Northern_San_Gabriel_fault-CFM4,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Palomas,PLMS,Northern San Gabriel fault,UCSB,CFM4,318,59,813.26,surface,orlr,,89a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012; Nicholson et al., 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGFZ-USGR-Weber_fault_NE_extension-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault-NE extension,UCSB,CFM5,262,90,60.97,surface,llss,,89d,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGFZ-USGR-Weber_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel fault zone,SGFZ,Upper San Gabriel River,USGR,Weber fault,UCSB,CFM5,249,78,242.8,surface,llss,,89d,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGMF-ICHC-Icehouse_Canyon_fault-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,Icehouse Canyon,ICHC,Icehouse Canyon fault,UCSB,CFM5,103,89,54.08,surface,rlss,,330,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTRA-SGMF-SANC-San_Antonio_Canyon_fault_splay-CFM5,Western Transverse Ranges Area,WTRA,San Gabriel Mountain faults,SGMF,San Antonio Canyon,SANC,San Antonio Canyon fault splay,UCSB,CFM5,243,85,81.01,surface,llss,,,Qfaults + relocated seismicity; truncated by the Cucamonga fault at depth,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
